date,symbol,open_price,high_price,low_price,close_price,volume,daily_change,daily_change_pct,sector,market_cap,pe_ratio,dividend_yield,ma_7,ma_30,signal
2024-09-01,MSFT,439.37,445.04,435.08,439.07,98704447,-0.3,-0.07,Technology,Large Cap,40.58,1.4,414.89,375.49,Buy
2024-09-01,TSLA,217.93,222.8,215.59,218.97,36326164,1.04,0.48,Technology,Large Cap,48.68,0.61,212.07,218.48,Sell
2024-09-02,AAPL,158.98,161.68,158.42,159.93,29128400,0.95,0.6,Technology,Mega Cap,46.23,0.11,158.61,150.94,Buy
2024-09-02,AMZN,144.32,145.11,142.36,142.91,32273553,-1.41,-0.98,Technology,Large Cap,31.38,1.31,143.3,134.87,Buy
2024-09-02,GOOGL,138.31,139.41,136.98,138.24,61296918,-0.07,-0.05,Technology,Mega Cap,44.63,1.31,138.75,140.55,Sell
2024-09-02,MSFT,431.34,432.64,423.73,431.7,51036596,0.35,0.08,Technology,Large Cap,27.87,0.81,420.0,376.92,Buy
2024-09-02,TSLA,214.18,215.66,210.43,213.62,22491109,-0.56,-0.26,Technology,Large Cap,37.48,0.51,212.74,217.99,Sell
2024-09-03,AAPL,161.76,164.16,158.85,162.06,76240308,0.3,0.18,Technology,Mega Cap,31.18,1.97,159.43,151.59,Buy
2024-09-03,AMZN,144.76,146.54,141.45,143.59,18470397,-1.17,-0.81,Technology,Mega Cap,48.27,1.63,143.58,135.2,Buy
2024-09-03,GOOGL,140.67,144.14,140.22,141.42,70532953,0.75,0.53,Technology,Large Cap,32.11,0.64,138.23,141.09,Sell
2024-09-03,MSFT,444.8,447.59,438.76,445.12,87795852,0.31,0.07,Technology,Mega Cap,44.5,0.44,425.91,379.04,Buy
2024-09-03,TSLA,217.76,219.51,216.19,216.88,72383578,-0.88,-0.41,Technology,Mega Cap,47.3,1.17,213.84,217.4,Sell
2024-09-04,AAPL,158.34,159.48,157.18,159.35,52841288,1.01,0.64,Technology,Large Cap,33.47,1.55,159.29,152.16,Buy
2024-09-04,AMZN,142.79,145.76,142.28,143.47,35995523,0.68,0.48,Technology,Mega Cap,36.73,0.0,143.83,135.63,Buy
2024-09-04,GOOGL,142.79,142.88,141.83,142.11,46287565,-0.69,-0.48,Technology,Mega Cap,46.12,1.65,138.7,141.56,Sell
2024-09-04,MSFT,445.43,448.25,440.91,445.16,45995792,-0.28,-0.06,Technology,Mega Cap,30.93,0.36,431.85,381.16,Buy
2024-09-04,TSLA,217.98,218.93,214.56,216.7,21833710,-1.28,-0.59,Technology,Mega Cap,24.31,0.72,214.25,216.86,Sell
2024-09-05,AAPL,160.93,163.03,159.35,161.35,22103267,0.42,0.26,Technology,Large Cap,16.95,0.3,159.51,152.68,Buy
2024-09-05,AMZN,138.22,139.49,137.11,139.15,38172794,0.93,0.67,Technology,Large Cap,19.17,0.23,143.25,135.93,Buy
2024-09-05,GOOGL,143.99,146.94,143.04,144.51,19691788,0.52,0.36,Technology,Large Cap,26.58,0.95,140.15,141.95,Sell
2024-09-05,MSFT,445.45,452.77,435.98,443.33,82647258,-2.13,-0.48,Technology,Large Cap,49.84,1.85,437.06,383.2,Buy
2024-09-05,TSLA,220.67,221.83,219.29,219.83,82913000,-0.84,-0.38,Technology,Large Cap,33.83,0.66,215.48,216.37,Sell
2024-09-06,AAPL,158.94,161.1,156.7,160.03,36312512,1.09,0.69,Technology,Mega Cap,40.49,0.21,160.01,153.25,Buy
2024-09-06,AMZN,140.58,141.26,139.59,140.58,21351805,-0.0,-0.0,Technology,Mega Cap,46.31,0.06,142.93,136.27,Buy
2024-09-06,GOOGL,142.37,143.83,140.9,143.68,65234013,1.31,0.92,Technology,Large Cap,26.55,1.15,141.15,142.23,Sell
2024-09-06,MSFT,446.51,454.32,440.59,443.4,56982232,-3.11,-0.7,Technology,Large Cap,27.43,0.22,439.99,385.62,Buy
2024-09-06,TSLA,220.33,224.04,218.47,220.45,70781017,0.12,0.05,Technology,Large Cap,18.28,1.1,216.96,215.8,Buy
2024-09-07,AAPL,158.03,160.99,155.92,157.26,66992134,-0.77,-0.49,Technology,Large Cap,23.41,0.56,160.03,153.69,Buy
2024-09-07,AMZN,141.09,141.68,138.85,139.87,32797837,-1.23,-0.87,Technology,Mega Cap,26.48,1.99,142.22,136.58,Buy
2024-09-07,GOOGL,142.14,144.5,138.9,140.8,33344827,-1.33,-0.94,Technology,Large Cap,18.28,0.03,141.72,142.39,Sell
2024-09-07,MSFT,430.6,441.72,428.02,433.17,81956048,2.57,0.6,Technology,Mega Cap,34.77,1.4,440.14,387.57,Buy
2024-09-07,TSLA,218.71,221.97,216.16,216.75,90172224,-1.96,-0.9,Technology,Large Cap,37.9,0.54,217.6,215.21,Buy
2024-09-08,AAPL,154.24,156.46,153.79,155.21,85943579,0.97,0.63,Technology,Mega Cap,47.83,0.71,159.31,154.01,Buy
2024-09-08,AMZN,137.0,139.24,136.45,138.07,72722406,1.07,0.78,Technology,Mega Cap,29.73,0.22,141.09,136.82,Buy
2024-09-08,GOOGL,141.71,142.17,139.08,141.05,68584830,-0.66,-0.47,Technology,Large Cap,25.46,0.1,141.69,142.52,Sell
2024-09-08,MSFT,428.27,429.38,427.79,428.39,87278656,0.13,0.03,Technology,Large Cap,26.26,1.13,438.61,389.44,Buy
2024-09-08,TSLA,216.86,219.67,213.21,217.68,34060306,0.82,0.38,Technology,Large Cap,19.49,0.99,217.42,214.98,Buy
2024-09-09,AAPL,153.73,155.78,150.92,152.48,48813916,-1.25,-0.81,Technology,Large Cap,16.91,1.47,158.25,154.39,Buy
2024-09-09,AMZN,139.21,141.9,137.64,140.39,73929820,1.18,0.85,Technology,Mega Cap,26.26,0.31,140.73,137.14,Buy
2024-09-09,GOOGL,141.74,143.16,139.98,143.1,88369145,1.36,0.96,Technology,Mega Cap,26.38,1.28,142.38,142.65,Sell
2024-09-09,MSFT,430.17,434.23,422.52,429.23,83579302,-0.94,-0.22,Technology,Mega Cap,23.33,0.01,438.26,391.55,Buy
2024-09-09,TSLA,218.22,220.89,215.85,217.51,80791419,-0.71,-0.33,Technology,Mega Cap,15.69,0.98,217.97,214.85,Buy
2024-09-10,AAPL,153.4,155.35,151.8,152.28,99295573,-1.11,-0.73,Technology,Large Cap,36.54,1.08,156.85,154.6,Buy
2024-09-10,AMZN,136.82,137.79,135.14,136.74,98663044,-0.08,-0.06,Technology,Mega Cap,36.34,0.36,139.75,137.37,Buy
2024-09-10,GOOGL,141.58,143.7,141.24,141.54,81768173,-0.04,-0.03,Technology,Large Cap,33.48,1.05,142.4,142.7,Sell
2024-09-10,MSFT,417.35,420.61,415.18,419.32,35577646,1.97,0.47,Technology,Large Cap,43.38,0.18,434.57,393.71,Buy
2024-09-10,TSLA,221.07,225.35,217.41,219.33,71778425,-1.74,-0.79,Technology,Mega Cap,38.34,0.78,218.32,214.73,Buy
2024-09-11,AAPL,156.82,159.47,153.51,155.69,45320519,-1.12,-0.72,Technology,Mega Cap,49.46,1.48,156.33,154.83,Buy
2024-09-11,AMZN,135.63,136.84,135.33,136.18,58615974,0.55,0.41,Technology,Mega Cap,18.94,1.36,138.71,137.6,Buy
2024-09-11,GOOGL,143.4,144.49,141.73,143.44,25912759,0.04,0.03,Technology,Large Cap,31.66,0.01,142.59,142.87,Sell
2024-09-11,MSFT,421.76,423.22,419.82,421.67,77275668,-0.09,-0.02,Technology,Mega Cap,31.78,1.36,431.22,396.1,Buy
2024-09-11,TSLA,223.16,226.2,217.11,221.07,97226729,-2.09,-0.94,Technology,Mega Cap,17.34,1.84,218.95,214.64,Buy
2024-09-12,AAPL,157.04,157.45,155.03,156.02,99015260,-1.02,-0.65,Technology,Large Cap,46.01,0.4,155.57,155.0,Buy
2024-09-12,AMZN,132.85,134.17,132.24,132.73,91753734,-0.12,-0.09,Technology,Mega Cap,35.13,1.35,137.79,137.79,Sell
2024-09-12,GOOGL,144.08,144.11,141.55,143.76,33352368,-0.32,-0.22,Technology,Large Cap,19.33,1.01,142.48,143.08,Sell
2024-09-12,MSFT,419.74,426.83,414.47,420.71,85394840,0.97,0.23,Technology,Large Cap,46.52,0.21,427.98,398.83,Buy
2024-09-12,TSLA,219.87,221.26,217.68,220.68,92350564,0.81,0.37,Technology,Mega Cap,42.82,1.69,219.07,214.58,Buy
2024-09-13,AAPL,156.45,158.28,154.54,157.68,23231291,1.23,0.79,Technology,Mega Cap,15.54,1.76,155.23,155.25,Sell
2024-09-13,AMZN,128.2,131.1,127.6,129.02,45849011,0.82,0.64,Technology,Large Cap,25.74,1.09,136.14,137.8,Sell
2024-09-13,GOOGL,142.35,144.95,139.87,142.49,95732667,0.14,0.1,Technology,Large Cap,19.06,0.42,142.31,143.15,Sell
2024-09-13,MSFT,409.08,416.37,400.83,407.75,77789985,-1.34,-0.33,Technology,Large Cap,17.13,1.18,422.89,401.16,Buy
2024-09-13,TSLA,218.37,222.04,217.06,218.96,61530903,0.59,0.27,Technology,Large Cap,30.33,1.39,218.85,214.69,Buy
2024-09-14,AAPL,157.58,157.99,155.45,156.84,20938366,-0.75,-0.47,Technology,Large Cap,45.29,0.59,155.17,155.54,Sell
2024-09-14,AMZN,131.04,131.48,130.34,131.31,21225542,0.27,0.21,Technology,Mega Cap,47.32,1.0,134.92,137.79,Sell
2024-09-14,GOOGL,143.45,144.6,141.5,143.83,24088736,0.37,0.26,Technology,Large Cap,17.99,0.77,142.74,143.33,Sell
2024-09-14,MSFT,410.44,415.62,402.57,409.15,65442558,-1.29,-0.31,Technology,Large Cap,41.85,1.52,419.46,403.45,Buy
2024-09-14,TSLA,217.16,218.67,210.78,215.05,25631796,-2.11,-0.97,Technology,Mega Cap,22.45,1.35,218.61,214.68,Buy
2024-09-15,AAPL,159.42,160.78,158.18,160.58,21671489,1.16,0.73,Technology,Mega Cap,18.15,0.57,155.94,155.9,Buy
2024-09-15,AMZN,132.31,133.5,130.14,133.3,89679276,0.99,0.75,Technology,Mega Cap,40.35,1.54,134.24,137.81,Sell
2024-09-15,GOOGL,138.41,140.03,136.68,138.83,55919317,0.43,0.31,Technology,Large Cap,38.94,0.95,142.43,143.24,Sell
2024-09-15,MSFT,404.37,410.01,397.86,404.62,86049636,0.26,0.06,Technology,Mega Cap,16.95,0.37,416.06,405.33,Buy
2024-09-15,TSLA,214.39,216.02,212.74,213.79,42960534,-0.61,-0.28,Technology,Large Cap,25.16,0.96,218.06,214.76,Buy
2024-09-16,AAPL,158.17,160.03,155.27,158.67,56216693,0.5,0.32,Technology,Mega Cap,25.81,1.09,156.82,156.39,Buy
2024-09-16,AMZN,128.2,130.2,126.27,128.78,97850573,0.58,0.46,Technology,Mega Cap,24.91,0.53,132.58,137.74,Sell
2024-09-16,GOOGL,137.42,138.98,136.12,136.8,58956768,-0.62,-0.45,Technology,Mega Cap,24.32,0.42,141.53,142.97,Sell
2024-09-16,MSFT,410.32,410.76,405.76,406.45,84473410,-3.87,-0.94,Technology,Mega Cap,20.22,0.62,412.81,407.15,Buy
2024-09-16,TSLA,215.81,217.42,212.78,217.27,17571304,1.46,0.68,Technology,Large Cap,42.24,1.76,218.02,214.77,Buy
2024-09-17,AAPL,156.17,157.31,154.99,156.67,76144300,0.5,0.32,Technology,Large Cap,32.82,1.23,157.45,156.61,Buy
2024-09-17,AMZN,126.66,128.91,125.74,127.58,38628002,0.91,0.72,Technology,Large Cap,37.3,0.26,131.27,137.65,Sell
2024-09-17,GOOGL,140.39,142.65,139.12,140.91,33561490,0.52,0.37,Technology,Mega Cap,25.98,1.04,141.44,142.81,Sell
2024-09-17,MSFT,423.83,430.89,418.43,426.38,50234780,2.55,0.6,Technology,Large Cap,40.96,0.94,413.82,409.49,Buy
2024-09-17,TSLA,219.23,224.37,215.08,220.75,65696107,1.53,0.7,Technology,Mega Cap,44.26,1.09,218.22,215.01,Buy
2024-09-18,AAPL,159.41,161.37,156.59,159.03,35518699,-0.37,-0.24,Technology,Mega Cap,45.38,0.58,157.93,156.89,Buy
2024-09-18,AMZN,122.09,122.86,121.22,122.69,66717206,0.6,0.49,Technology,Mega Cap,16.5,1.25,129.34,137.28,Sell
2024-09-18,GOOGL,143.91,146.74,141.04,143.83,12541558,-0.08,-0.05,Technology,Large Cap,37.27,1.26,141.49,142.65,Sell
2024-09-18,MSFT,412.35,421.91,409.83,416.04,11207499,3.68,0.89,Technology,Mega Cap,25.44,0.55,413.01,411.35,Buy
2024-09-18,TSLA,225.67,227.2,224.77,225.4,36828143,-0.27,-0.12,Technology,Mega Cap,34.62,1.12,218.84,215.34,Buy
2024-09-19,AAPL,163.2,165.32,159.76,162.03,29473145,-1.16,-0.71,Technology,Mega Cap,15.58,1.1,158.79,157.18,Buy
2024-09-19,AMZN,120.87,122.54,120.16,120.78,58101611,-0.09,-0.08,Technology,Mega Cap,29.03,0.86,127.64,137.05,Sell
2024-09-19,GOOGL,142.31,145.37,141.2,143.23,76948127,0.92,0.65,Technology,Mega Cap,45.1,1.0,141.42,142.4,Sell
2024-09-19,MSFT,412.91,414.23,406.04,410.41,10869027,-2.5,-0.61,Technology,Large Cap,21.29,1.8,411.54,413.03,Sell
2024-09-19,TSLA,233.42,236.09,229.55,233.14,97565585,-0.29,-0.12,Technology,Large Cap,27.55,1.85,220.62,216.02,Buy
2024-09-20,AAPL,154.85,156.17,153.5,155.49,99674197,0.65,0.42,Technology,Mega Cap,30.16,0.18,158.47,157.23,Buy
2024-09-20,AMZN,121.52,122.68,120.13,120.94,72399383,-0.58,-0.48,Technology,Large Cap,28.06,1.06,126.48,136.8,Sell
2024-09-20,GOOGL,145.3,145.83,145.09,145.39,64381515,0.09,0.06,Technology,Large Cap,22.45,0.96,141.83,142.19,Sell
2024-09-20,MSFT,394.98,396.57,386.66,392.18,32331937,-2.8,-0.71,Technology,Large Cap,35.71,1.76,409.32,414.29,Sell
2024-09-20,TSLA,223.27,227.82,220.77,223.98,81680270,0.71,0.32,Technology,Mega Cap,41.37,0.16,221.34,216.27,Buy
2024-09-21,AAPL,157.92,160.59,156.44,158.48,21155479,0.55,0.35,Technology,Mega Cap,38.28,1.49,158.71,157.43,Buy
2024-09-21,AMZN,123.2,123.69,120.72,122.7,71069086,-0.5,-0.4,Technology,Mega Cap,49.13,0.16,125.25,136.44,Sell
2024-09-21,GOOGL,141.28,143.98,139.19,142.21,78078468,0.93,0.66,Technology,Mega Cap,18.36,0.51,141.6,141.95,Sell
2024-09-21,MSFT,391.57,397.34,389.28,394.13,24833450,2.56,0.65,Technology,Large Cap,32.85,0.79,407.17,415.28,Sell
2024-09-21,TSLA,218.23,219.74,215.08,216.09,56076684,-2.14,-0.98,Technology,Mega Cap,27.3,0.49,221.49,216.47,Buy
2024-09-22,AAPL,160.72,163.19,157.37,159.53,30417526,-1.19,-0.74,Technology,Large Cap,47.34,0.78,158.56,157.58,Buy
2024-09-22,AMZN,123.04,124.45,120.91,121.95,51851389,-1.1,-0.89,Technology,Mega Cap,25.68,0.88,123.63,135.87,Sell
2024-09-22,GOOGL,138.58,140.22,137.54,138.4,17988967,-0.18,-0.13,Technology,Mega Cap,24.97,1.14,141.54,141.8,Sell
2024-09-22,MSFT,384.12,390.71,382.31,386.62,80095882,2.5,0.65,Technology,Mega Cap,35.52,0.06,404.6,415.83,Sell
2024-09-22,TSLA,220.11,223.02,216.92,219.53,50088742,-0.57,-0.26,Technology,Large Cap,39.76,0.96,222.31,216.7,Buy
2024-09-23,AAPL,153.18,153.91,153.15,153.7,32094879,0.51,0.33,Technology,Mega Cap,18.44,1.59,157.85,157.59,Buy
2024-09-23,AMZN,127.02,129.75,124.81,127.31,38372597,0.29,0.23,Technology,Large Cap,48.75,1.11,123.42,135.41,Sell
2024-09-23,GOOGL,132.37,135.86,130.34,133.37,38974499,1.0,0.75,Technology,Large Cap,29.12,1.56,141.05,141.34,Sell
2024-09-23,MSFT,387.59,395.34,386.06,387.56,66859007,-0.03,-0.01,Technology,Large Cap,45.94,0.96,401.9,416.38,Sell
2024-09-23,TSLA,230.28,233.63,227.58,228.22,13337089,-2.06,-0.9,Technology,Mega Cap,32.77,1.95,223.87,217.41,Buy
2024-09-24,AAPL,149.95,151.53,147.25,149.16,87407070,-0.79,-0.53,Technology,Mega Cap,40.18,1.83,156.77,157.42,Sell
2024-09-24,AMZN,129.41,130.81,126.95,128.91,54902674,-0.5,-0.38,Technology,Large Cap,23.93,1.11,123.61,134.97,Sell
2024-09-24,GOOGL,133.11,133.84,132.53,133.31,14320048,0.2,0.15,Technology,Large Cap,32.14,2.0,139.96,140.82,Sell
2024-09-24,MSFT,372.94,379.1,369.59,374.87,32041059,1.94,0.52,Technology,Mega Cap,44.64,1.57,394.54,416.05,Sell
2024-09-24,TSLA,223.67,226.85,221.07,224.84,87183299,1.17,0.52,Technology,Mega Cap,25.14,1.81,224.46,218.07,Buy
2024-09-25,AAPL,153.87,154.03,152.95,153.13,70895596,-0.74,-0.48,Technology,Large Cap,20.74,0.29,155.93,157.43,Sell
2024-09-25,AMZN,130.87,132.25,130.44,131.84,14349449,0.97,0.74,Technology,Mega Cap,27.12,0.85,124.92,134.7,Sell
2024-09-25,GOOGL,132.95,134.98,132.48,132.58,81003144,-0.37,-0.28,Technology,Large Cap,21.13,0.04,138.36,140.39,Sell
2024-09-25,MSFT,376.13,382.63,370.98,376.53,32910907,0.41,0.11,Technology,Mega Cap,42.87,0.76,388.9,415.41,Sell
2024-09-25,TSLA,222.82,226.24,217.42,221.27,51002552,-1.55,-0.7,Technology,Mega Cap,38.74,1.89,223.87,218.48,Buy
2024-09-26,AAPL,151.27,152.12,149.45,151.13,46316100,-0.14,-0.09,Technology,Mega Cap,29.46,0.88,154.37,157.26,Sell
2024-09-26,AMZN,136.96,139.06,135.53,137.13,25292500,0.17,0.12,Technology,Large Cap,45.44,0.73,127.25,134.55,Sell
2024-09-26,GOOGL,129.47,132.63,127.33,130.28,81531556,0.81,0.63,Technology,Mega Cap,31.06,1.91,136.51,139.9,Sell
2024-09-26,MSFT,380.78,388.62,376.14,383.42,70769634,2.63,0.69,Technology,Large Cap,31.08,1.59,385.04,414.73,Sell
2024-09-26,TSLA,222.53,226.83,217.71,221.06,39163198,-1.47,-0.66,Technology,Large Cap,21.45,0.18,222.14,218.88,Buy
2024-09-27,AAPL,149.9,152.38,149.42,149.82,63656467,-0.08,-0.06,Technology,Mega Cap,30.53,0.5,153.56,156.91,Sell
2024-09-27,AMZN,139.35,140.67,136.55,138.8,95239285,-0.55,-0.39,Technology,Mega Cap,26.63,1.76,129.81,134.45,Sell
2024-09-27,GOOGL,132.59,134.12,131.25,132.76,78626938,0.18,0.13,Technology,Large Cap,29.82,1.94,134.7,139.7,Sell
2024-09-27,MSFT,384.36,386.93,376.08,380.86,47839684,-3.5,-0.91,Technology,Mega Cap,41.45,1.93,383.43,413.97,Sell
2024-09-27,TSLA,216.66,219.01,214.94,217.52,78312352,0.86,0.4,Technology,Large Cap,49.95,1.2,221.22,219.0,Buy
2024-09-28,AAPL,151.14,154.15,148.61,151.71,74856525,0.57,0.38,Technology,Large Cap,42.12,0.84,152.6,156.64,Sell
2024-09-28,AMZN,137.18,139.68,135.66,138.05,38050914,0.87,0.64,Technology,Large Cap,36.86,0.12,132.0,134.28,Sell
2024-09-28,GOOGL,131.27,132.35,129.42,131.9,75410230,0.63,0.48,Technology,Mega Cap,24.01,0.65,133.23,139.62,Sell
2024-09-28,MSFT,378.58,379.99,378.53,379.72,35749532,1.14,0.3,Technology,Large Cap,26.53,1.67,381.37,413.07,Sell
2024-09-28,TSLA,218.53,220.61,215.81,220.41,61284682,1.88,0.86,Technology,Large Cap,47.91,1.61,221.84,219.3,Buy
2024-09-29,AAPL,155.66,157.36,153.31,154.29,45102353,-1.38,-0.88,Technology,Mega Cap,45.16,0.34,151.85,156.57,Sell
2024-09-29,AMZN,137.93,140.11,134.76,137.15,78773186,-0.78,-0.57,Technology,Large Cap,45.96,0.5,134.17,134.09,Buy
2024-09-29,GOOGL,129.62,132.52,127.84,130.2,36783035,0.58,0.45,Technology,Large Cap,34.02,0.58,132.06,139.4,Sell
2024-09-29,MSFT,382.59,386.71,379.29,383.89,91127049,1.3,0.34,Technology,Mega Cap,35.65,0.61,380.98,411.77,Sell
2024-09-29,TSLA,218.33,221.09,216.03,220.27,49640547,1.94,0.89,Technology,Mega Cap,38.63,0.57,221.94,219.64,Buy
2024-09-30,AAPL,154.53,156.52,152.87,155.89,89275505,1.36,0.88,Technology,Mega Cap,33.93,1.12,152.16,156.52,Sell
2024-09-30,AMZN,138.61,139.72,136.45,137.59,63514230,-1.02,-0.74,Technology,Large Cap,34.73,0.92,135.64,133.85,Buy
2024-09-30,GOOGL,131.73,135.07,131.23,132.67,15805518,0.94,0.71,Technology,Large Cap,36.58,1.35,131.96,139.26,Sell
2024-09-30,MSFT,376.5,383.31,375.8,376.89,46917798,0.39,0.1,Technology,Large Cap,15.19,0.69,379.45,409.92,Sell
2024-09-30,TSLA,218.69,223.0,215.98,220.62,91888158,1.93,0.88,Technology,Large Cap,38.37,1.43,220.86,219.92,Buy
2024-10-01,AAPL,158.31,158.74,156.28,157.75,48624922,-0.56,-0.35,Technology,Mega Cap,22.56,0.29,153.39,156.44,Sell
2024-10-01,AMZN,137.73,139.88,135.18,138.75,53514299,1.01,0.74,Technology,Large Cap,32.83,1.33,137.04,133.61,Buy
2024-10-01,GOOGL,136.55,137.97,133.29,135.56,19326596,-0.99,-0.73,Technology,Mega Cap,16.99,0.92,132.28,139.07,Sell
2024-10-01,MSFT,373.89,377.72,369.34,376.32,35793889,2.43,0.65,Technology,Mega Cap,24.16,0.62,379.66,407.83,Sell
2024-10-01,TSLA,215.2,220.45,215.05,216.28,98758259,1.08,0.5,Technology,Mega Cap,43.92,0.06,219.63,219.83,Sell
2024-10-02,AAPL,160.72,162.73,159.63,161.4,62843990,0.68,0.42,Technology,Large Cap,33.93,0.25,154.57,156.49,Sell
2024-10-02,AMZN,133.55,134.77,131.13,133.55,78518421,0.0,0.0,Technology,Large Cap,17.45,0.84,137.29,133.3,Buy
2024-10-02,GOOGL,137.67,138.09,135.28,137.21,12800128,-0.47,-0.34,Technology,Large Cap,16.7,1.61,132.94,139.04,Sell
2024-10-02,MSFT,368.73,369.49,360.24,366.37,22899824,-2.37,-0.64,Technology,Large Cap,19.36,1.55,378.21,405.66,Sell
2024-10-02,TSLA,215.37,217.29,212.59,214.63,58343915,-0.74,-0.34,Technology,Mega Cap,41.93,0.25,218.68,219.87,Sell
2024-10-03,AAPL,161.17,165.69,160.08,162.71,93894255,1.54,0.95,Technology,Large Cap,46.39,0.68,156.22,156.51,Sell
2024-10-03,AMZN,133.66,135.39,131.58,132.62,21036235,-1.04,-0.78,Technology,Large Cap,32.99,0.48,136.64,132.93,Buy
2024-10-03,GOOGL,142.51,145.22,142.31,143.52,68456017,1.01,0.71,Technology,Large Cap,21.63,0.47,134.83,139.11,Sell
2024-10-03,MSFT,371.26,373.6,369.92,371.71,16096077,0.45,0.12,Technology,Large Cap,34.9,1.76,376.54,403.21,Sell
2024-10-03,TSLA,217.06,220.16,213.16,215.96,75356406,-1.1,-0.51,Technology,Large Cap,17.39,0.14,217.96,219.83,Sell
2024-10-04,AAPL,162.81,163.28,158.89,161.47,13742032,-1.34,-0.82,Technology,Large Cap,37.4,1.98,157.89,156.58,Buy
2024-10-04,AMZN,135.67,136.09,134.24,135.09,99218540,-0.58,-0.43,Technology,Mega Cap,48.98,1.78,136.11,132.65,Buy
2024-10-04,GOOGL,140.42,141.95,137.88,141.5,86644109,1.08,0.77,Technology,Large Cap,38.72,1.3,136.08,139.09,Sell
2024-10-04,MSFT,368.13,369.76,363.05,367.31,12987657,-0.82,-0.22,Technology,Mega Cap,21.35,1.3,374.6,400.61,Sell
2024-10-04,TSLA,218.01,219.28,215.27,216.31,57532130,-1.7,-0.78,Technology,Large Cap,19.84,1.18,217.78,219.82,Sell
2024-10-05,AAPL,158.13,160.11,157.04,158.02,73569118,-0.11,-0.07,Technology,Large Cap,18.75,1.31,158.79,156.47,Buy
2024-10-05,AMZN,133.63,134.39,130.31,132.95,90241674,-0.67,-0.5,Technology,Large Cap,38.66,0.08,135.39,132.44,Buy
2024-10-05,GOOGL,141.57,144.34,140.05,142.54,23471382,0.97,0.68,Technology,Mega Cap,39.77,1.69,137.6,139.02,Sell
2024-10-05,MSFT,364.16,364.81,353.48,360.57,46781506,-3.59,-0.99,Technology,Mega Cap,45.32,1.52,371.87,397.85,Sell
2024-10-05,TSLA,210.66,214.05,208.81,212.41,66897556,1.75,0.83,Technology,Mega Cap,18.47,1.75,216.64,219.57,Sell
2024-10-06,AAPL,154.21,155.2,150.64,153.67,24278304,-0.53,-0.34,Technology,Mega Cap,24.94,1.34,158.7,156.26,Buy
2024-10-06,AMZN,128.91,130.81,126.93,128.33,96084029,-0.58,-0.45,Technology,Large Cap,17.15,0.65,134.13,132.04,Buy
2024-10-06,GOOGL,147.06,148.32,145.47,145.76,29401900,-1.31,-0.89,Technology,Large Cap,27.28,1.23,139.82,139.09,Buy
2024-10-06,MSFT,365.69,366.75,357.69,363.47,32336251,-2.22,-0.61,Technology,Large Cap,30.74,0.3,368.95,395.19,Sell
2024-10-06,TSLA,213.39,216.87,209.99,212.53,57824721,-0.86,-0.4,Technology,Large Cap,28.19,0.52,215.53,219.31,Sell
2024-10-07,AAPL,150.51,152.87,147.9,151.25,31572354,0.74,0.49,Technology,Mega Cap,26.41,1.79,158.04,156.06,Buy
2024-10-07,AMZN,127.2,127.88,124.09,126.35,54199983,-0.85,-0.67,Technology,Mega Cap,16.67,1.12,132.52,131.59,Buy
2024-10-07,GOOGL,154.73,155.14,153.39,153.57,65090204,-1.16,-0.75,Technology,Mega Cap,32.93,1.76,142.81,139.52,Buy
2024-10-07,MSFT,362.79,368.73,354.82,359.26,86347496,-3.53,-0.97,Technology,Large Cap,40.0,0.62,366.43,392.73,Sell
2024-10-07,TSLA,205.83,211.26,203.52,207.17,25264179,1.34,0.65,Technology,Mega Cap,34.69,0.01,213.61,218.99,Sell
2024-10-08,AAPL,145.81,147.28,144.02,146.29,70475044,0.49,0.33,Technology,Large Cap,46.46,1.65,156.4,155.76,Buy
2024-10-08,AMZN,124.66,126.74,123.89,124.43,86230132,-0.23,-0.18,Technology,Mega Cap,21.92,0.83,130.47,131.13,Sell
2024-10-08,GOOGL,152.53,153.18,151.2,152.46,15799872,-0.06,-0.04,Technology,Large Cap,42.16,0.96,145.22,139.9,Buy
2024-10-08,MSFT,359.04,360.25,352.66,358.32,11355106,-0.72,-0.2,Technology,Mega Cap,31.12,1.92,363.86,390.39,Sell
2024-10-08,TSLA,207.13,210.04,201.63,205.72,14495966,-1.41,-0.68,Technology,Large Cap,16.35,1.72,212.1,218.59,Sell
2024-10-09,AAPL,150.98,151.83,149.58,149.93,19082696,-1.05,-0.69,Technology,Large Cap,43.21,0.1,154.76,155.68,Sell
2024-10-09,AMZN,123.81,124.21,123.1,123.45,23160018,-0.36,-0.29,Technology,Mega Cap,32.38,0.34,129.03,130.57,Sell
2024-10-09,GOOGL,153.27,155.9,149.86,152.6,12841364,-0.67,-0.43,Technology,Large Cap,34.54,1.51,147.42,140.22,Buy
2024-10-09,MSFT,348.87,355.0,343.08,349.57,95025757,0.7,0.2,Technology,Mega Cap,37.29,1.68,361.46,387.74,Sell
2024-10-09,TSLA,210.5,210.53,207.27,210.09,68038183,-0.42,-0.2,Technology,Large Cap,18.72,1.88,211.46,218.34,Sell
2024-10-10,AAPL,147.81,150.01,144.95,148.77,48116124,0.96,0.65,Technology,Large Cap,37.46,1.78,152.77,155.56,Sell
2024-10-10,AMZN,120.89,121.39,118.52,120.74,91477403,-0.15,-0.13,Technology,Large Cap,40.89,1.13,127.33,130.03,Sell
